Title,Location,Name,Relationship,Date,Source,Reference
"Farmers Arms, Smeaton",Smeaton (Vic.),"Tracy, Thos H",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 195"
"Tallangatta, Tallangatta",Tallangatta (Vic.),"Turner, A",Other,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 317"
"Royal, Nhill",Nhill (Vic.),Turton,Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 337"
"Golden Belt, Piggoreet",Piggoreet (Vic.),"Urch, Jno",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 14"
"Star, Talgarno",Talgarno (Vic.),"Vincent, Alan",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 306"
"Waterloo, Waterloo",Waterloo (Vic.),"Vowles, James",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 167"
"Murray Road, Knowsley East",Knowsley East (Vic.),"Voy, Sarah",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 323"
"Man of Kent, Bromley",Bromley (Vic.),"Wakefield, Robert",Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 272"
"Stirling, Stirling",Stirling (Vic.),"Wallace, Jos",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 238"
"McGraths, Leigh Creek",Leigh Creek (Vic.),"Walsh, Bridget",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 39"
"Cardigan, Kopke",Trunk Lead Kopke (Vic.),"Walsh, Margaret",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 42"
"Ennis, Bendigo",Bendigo (Vic.),"Webb, Mary",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Welshs, Beaufort Fiery Creek Diggings",Beaufort Fiery Creek Diggings (Vic.),"Welsh, C J",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 155"
"Waanyarra, Waanyarra",Waanyarra (Vic.),"White, Frank",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 62"
"Prince Bismark, Bendigo",Bendigo (Vic.),"Whitlam, Charlotte",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Brougham Arms, Bendigo",Bendigo (Vic.),"Wigney, Caroline M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Victoria, Queenscliff",Queenscliff (Vic.),"Williams, Frank",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 65"
"Criterion, Sale",corner York & Richardson Sts (Sale Vic.),"Windsor, Edward",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 140"
"Great Southern, Rutherglen",Rutherglen (Vic.),"Wittner, P",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 131"
"Mizen Top, Bendigo",Bendigo (Vic.),"Wood, M",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Star & Garter, Bendigo",Bendigo (Vic.),"Wright, Eliz A",Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Bontherambo Hotel & P O, Boorhaman",Boorhaman (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 240"
"Barkstead Hotel & Store, Barkstead",Barkstead (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 128"
"Junction, Bromley",Bromley (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 273"
"Junction Hotel & Store, Caralulup",Caralulup (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 350"
"Castlemaine, Castlemaine",corner Hargraves & Lyttleton Sts (Castlemaine Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 15"
"Castlemaine, Castlemaine",corner Hargraves & Lyttleton Sts (Castlemaine Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 15"
"The Old Lady of Threadneedle Street, Castlemaine",Castlemaine (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 43"
"View Point, Castlemaine",Castlemaine (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 46"
"Victoria, Coomoora",Coomoora (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 144"
"Corindhap Hotel & Post Office, Corindhap",Corindhap (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 151"
"Commercial, Creswick",Victoria St (Creswick Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 178"
"Cronins, Dark River",Dark River (Vic.),,Licensee,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 197"
"Darraweit Guim, Darraweit Guim",Darraweit Guim (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 209"
"Telegraph, Dunolly",Dunolly (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 307"
"Windsor Castle, Dunolly",Dunolly (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 309"
"Albion, Eldorado",Eldorado (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 4"
"Linton Park, Linton",Linton (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 54"
"Surface Hill, Linton",Linton (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 57"
"Woodlands, Napoleons",Napoleons (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 292"
"Galway Arms, Romsey",Romsey (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 105"
"Farmers Arms, Smeaton",Smeaton (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 195"
"Greyhound, Snake Valley",Snake Valley (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 201"
"United States, Snake Valley",Snake Valley (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 204"
"Golden Belt, Springdallah",Springdallah (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 209"
"Albion, Springhurst",Springhurst (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 211"
"Criterion, St Arnaud",corner Napier & Millet St (St Arnaud Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 217"
"Railway, St Arnaud",corner Napier & Burke St (St Arnaud Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 223"
"North Brittain, Staffordshire Reef",Staffordshire Reef (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 238"
"Stirling, Stirling",Stirling (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 238"
"Coliban, Taradale",Taradale (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 326"
"Waanyarra, Waanyarra",Waanyarra (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 62"
"North Star, Ballarat",Lydiard St (Ballarat Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 32"
"Grand, Ballarat",Lydiard St (Ballarat Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 34"
"Peoples Metropole, Ballarat",Lydiard St (Ballarat Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 34"
"Western Station, Ballarat",Mair St (Ballarat Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 36"
"Rose & Crown, Ballarat",Peel St (Ballarat Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 39"
"St Johns, Ballarat",Peel St (Ballarat Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 39"
"Princess, Ballarat",Skipton St (Ballarat Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 43"
"Bongiornos Fruit Shop, Ballarat",Sturt St (Ballarat Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 11, page 45"
"Railway Bridge, Bendigo",Bendigo (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 2"
"Bendigo & Northern Bry, Bendigo",Bendigo (Vic.),,Not identified,1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 4"
"Albion-Union, Lorquon",Lorquon (Vic.),"Day, George D",Licensee,1912-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 73"
"Union, Romsey",Romsey (Vic.),"Dunsmore, Walter A",Licensee,1912-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 109"
"Star of the West, Port Fairy",corner Bank & Sackville Sts (Port Fairy Vic.),"Humphries, J M",Licensee,1912-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 33"
"Shamrock, Lancefield",Lancefield (Vic.),"Macpherson, Maria J",Licensee,1912-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 14"
"Criterion, Yarrawonga",Yarrawonga (Vic.),"OConnor, J",Licensee,1912-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 265"
"Tanti, Mornington",Tanti Rd (Mornington Vic.),"Rowan, Thomas T",Licensee,1912-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 223"
"Broken River, Benalla",Benalla (Vic.),"Triardo, John P M",Licensee,1912-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 185"
"New Lara, Lara",Lara (Vic.),Colenso,Licensee,1912-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 22"
"Whittlesea, Whittlesea",Whittlesea (Vic.),"Coman, Elizabeth",Licensee,1912-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 185"
"Wanalta Hotel & Post Office, Wanalta",Wanalta (Vic.),"Davey, Jno C",Licensee,1912-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 87"
"Belle Vue, Malmsbury",Malmsbury (Vic.),"Longton, A E L",Licensee,1912-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 124"
"Bull & Mouth, Stawell",corner Main & Doyle Sts (Stawell Vic.),"Oliver, G C",Licensee,1912-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 243"
"Junction, Tylden",Tylden (Vic.),"Payne, Albert",Licensee,1912-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 52"
"Undera Hotel Store, Undera",Undera (Vic.),"Quinlan, Timothy J",Licensee,1912-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 55"
"Tattersalls, Warrnambool",Warrnambool (Vic.),"Swinburne, Charles Grant",Licensee,1912-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 149"
"Paynesville, Paynesville",Paynesville (Vic.),"Tait, David",Licensee,1912-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 6"
"Lindenow, Lindenow",Lindenow (Vic.),"Weir, B",Licensee,1912-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 52"
"Durham Ox, Allendale",Allendale (Vic.),"Elligett, Winifred",Licensee,1912-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 26"
"Bogong, Tawonga",Tawonga (Vic.),"Higginson, William H",Licensee,1912-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 344"
"Nicholson, Nicholson",Nicholson (Vic.),"Keston, Sarah",Licensee,1912-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 339"
"Terminus, Shepparton",Shepparton (Vic.),"McDonald, James",Licensee,1912-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 186"
"Mt Blowhard, Blowhard",Mt Blowhard (Vic.),"Murphy, H",Licensee,1912-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 238"
"Rising Sun, Rutherglen",Rutherglen (Vic.),"Williams, John H",Licensee,1912-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 130"
"Chalet, Bright",Bright (Vic.),"Banks, Agnes",Licensee,1912-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 267"
"Shamrock, Stawell",Seaby St (Stawell Vic.),"Jenkins, Agnes",Licensee,1912-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 265"
"Victoria, Salisbury R S",Salisbury (Vic.),"Jordon, G",Licensee,1912-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 153"
"Federal, Beechworth",Camp St (Beechworth Vic.),"Kelly, E J",Licensee,1912-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 169"
"London, Portland",corner Bentinck & Julia Sts (Portland Vic.),"Jackson, May",Licensee,1912-1920,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 41"
"Ten Mile Hotel Store & Post Office, Ten Mile",Ten Mile (Vic.),"Allen, Jno W",Licensee,1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 346"
"Ten Mile Hotel Store & Post Office, Ten Mile",Ten Mile (Vic.),"Allen, Mary Ann",Licensee,1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 346"
"Bourkes, Pakenham",Pakenham (Vic.),"Archer, F W",Licensee,1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 1"
"Royal Mail, Foster",Pioneer St (Foster Vic.),"Barnes, Walter S",Licensee,1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 51"
"Loddon, Maldon",Maldon (Vic.),"Bateman, A J",Licensee,1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 112"
"Princess Alexandra, Warrnambool",Liebig St (Warrnambool Vic.),"Bell, Thomas",Licensee,1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 145"
"Bull & Mouth, Creswick",Albert St (Creswick Vic.),"Bentley, J",Licensee,1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 177"
"Commercial, St Arnaud",corner Napier & Alma Sts (St Arnaud Vic.),"Bohlmann, E",Licensee,1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 215"
"Cumberland, Rutherglen",Rutherglen (Vic.),"Bradley, Charles F",Licensee,1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 130"
"Albion, Bairnsdale",Bairnsdale (Vic.),"Brockfield, Alfred E",Licensee,1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 94"
